title,first_name,last_name
"EXORCIST STING",JENNIFER,DAVIS
"ENGLISH BULWORTH",JENNIFER,DAVIS
"MASKED BUBBLE",JENNIFER,DAVIS
"RIDGEMONT SUBMARINE",MARIA,MILLER
"VALENTINE VANISHING",MARIA,MILLER
"NASH CHOCOLAT",MARIA,MILLER
"PITY BOUND",MARIA,MILLER
"MADNESS ATTACKS",MARIA,MILLER
"LEGEND JEDI",MARIA,MILLER
"TELEMARK HEARTBREAKERS",MARIA,MILLER
"NOVOCAINE FLIGHT",MARIA,MILLER
"BUCKET BROTHERHOOD",MARIA,MILLER
"HOLOCAUST HIGHBALL",MARIA,MILLER
"NATURAL STOCK",MARIA,MILLER
"PATRIOT ROMAN",MARIA,MILLER
"STRICTLY SCARFACE",MARIA,MILLER
"LOSER HUSTLER",MARIA,MILLER
"STRANGERS GRAFFITI",MARIA,MILLER
"STREETCAR INTENTIONS",MARIA,MILLER
"POCUS PULP",MARIA,MILLER
"FATAL HAUNTED",MARIA,MILLER
"SIERRA DIVIDE",MARIA,MILLER
"PITTSBURGH HUNCHBACK",MARIA,MILLER
"SATISFACTION CONFIDENTIAL",MARIA,MILLER
"GALAXY SWEETHEARTS",MARIA,MILLER
"CLUELESS BUCKET",MARIA,MILLER
"FORRESTER COMANCHEROS",MARIA,MILLER
"WAIT CIDER",MARIA,MILLER
"JUMPING WRATH",MARIA,MILLER
"INTERVIEW LIAISONS",MARIA,MILLER
"HANGING DEEP",MARIA,MILLER
"ALIEN CENTER",MARIA,MILLER
"TELEMARK HEARTBREAKERS",MARIA,MILLER
"NORTHWEST POLISH",MARIA,MILLER
"RUN PACIFIC",MARIA,MILLER
"CLERKS ANGELS",MARIA,MILLER
"NORTHWEST POLISH",SUSAN,WILSON
"ARTIST COLDBLOODED",SUSAN,WILSON
"HIGH ENCINO",SUSAN,WILSON
"LIES TREATMENT",SUSAN,WILSON
"JACKET FRISCO",SUSAN,WILSON
"TENENBAUMS COMMAND",SUSAN,WILSON
"HOPE TOOTSIE",SUSAN,WILSON
"POTLUCK MIXED",SUSAN,WILSON
"FORREST SONS",SUSAN,WILSON
"MALKOVICH PET",SUSAN,WILSON
"MALKOVICH PET",SUSAN,WILSON
"HOLIDAY GAMES",SUSAN,WILSON
"HAROLD FRENCH",SUSAN,WILSON
"REEF SALUTE",SUSAN,WILSON
"MUSCLE BRIGHT",SUSAN,WILSON
"ACADEMY DINOSAUR",SUSAN,WILSON
"JADE BUNCH",SUSAN,WILSON
"DAY UNFAITHFUL",SUSAN,WILSON
"ARIZONA BANG",SUSAN,WILSON
"STOCK GLASS",SUSAN,WILSON
"JUMPING WRATH",SUSAN,WILSON
"VACATION BOONDOCK",SUSAN,WILSON
"OTHERS SOUP",SUSAN,WILSON
"WONDERLAND CHRISTMAS",SUSAN,WILSON
"MULAN MOON",MARGARET,MOORE
"CRUELTY UNFORGIVEN",MARGARET,MOORE
"KANE EXORCIST",MARGARET,MOORE
"STREETCAR INTENTIONS",MARGARET,MOORE
"SPEED SUIT",MARGARET,MOORE
"FATAL HAUNTED",MARGARET,MOORE
"VALENTINE VANISHING",MARGARET,MOORE
"MADNESS ATTACKS",MARGARET,MOORE
"UPTOWN YOUNG",MARGARET,MOORE
"SATISFACTION CONFIDENTIAL",MARGARET,MOORE
"SEARCHERS WAIT",MARGARET,MOORE
"SPIRIT FLINTSTONES",MARGARET,MOORE
"HYDE DOCTOR",MARGARET,MOORE
"TORQUE BOUND",MARGARET,MOORE
"LOSE INCH",MARGARET,MOORE
"BORN SPINAL",MARGARET,MOORE
"POSEIDON FOREVER",MARGARET,MOORE
"BLOOD ARGONAUTS",MARGARET,MOORE
"MUSCLE BRIGHT",MARGARET,MOORE
"COLOR PHILADELPHIA",MARGARET,MOORE
"INFORMER DOUBLE",MARGARET,MOORE
"KNOCK WARLOCK",MARGARET,MOORE
"DEEP CRUSADE",MARGARET,MOORE
"SNOWMAN ROLLERCOASTER",DOROTHY,TAYLOR
"DETAILS PACKER",DOROTHY,TAYLOR
"HAWK CHILL",DOROTHY,TAYLOR
"STAMPEDE DISTURBING",DOROTHY,TAYLOR
"GUN BONNIE",DOROTHY,TAYLOR
"FURY MURDER",DOROTHY,TAYLOR
"GRADUATE LORD",DOROTHY,TAYLOR
"ALADDIN CALENDAR",DOROTHY,TAYLOR
"COAST RAINBOW",DOROTHY,TAYLOR
"PICKUP DRIVING",DOROTHY,TAYLOR
"OTHERS SOUP",DOROTHY,TAYLOR
"PACIFIC AMISTAD",DOROTHY,TAYLOR
"STORY SIDE",DOROTHY,TAYLOR
"ALLEY EVOLUTION",DOROTHY,TAYLOR
"MASSACRE USUAL",DOROTHY,TAYLOR
"STAGECOACH ARMAGEDDON",DOROTHY,TAYLOR
"JET NEIGHBORS",DOROTHY,TAYLOR
"WEST LION",DOROTHY,TAYLOR
"NOTORIOUS REUNION",DOROTHY,TAYLOR
"BOUND CHEAPER",DOROTHY,TAYLOR
"MYSTIC TRUMAN",DOROTHY,TAYLOR
"GROOVE FICTION",DOROTHY,TAYLOR
"WHISPERER GIANT",DOROTHY,TAYLOR
"VIETNAM SMOOCHY",DOROTHY,TAYLOR
"ALI FOREVER",DOROTHY,TAYLOR
"BOOGIE AMELIE",LISA,ANDERSON
"TELEMARK HEARTBREAKERS",LISA,ANDERSON
"CENTER DINOSAUR",LISA,ANDERSON
"SMOKING BARBARELLA",LISA,ANDERSON
"COLOR PHILADELPHIA",LISA,ANDERSON
"MOTHER OLEANDER",LISA,ANDERSON
"CONFIDENTIAL INTERVIEW",LISA,ANDERSON
"ROLLERCOASTER BRINGING",LISA,ANDERSON
"FANTASIA PARK",LISA,ANDERSON
"LAMBS CINCINATTI",LISA,ANDERSON
"NOON PAPI",LISA,ANDERSON
"DANCING FEVER",LISA,ANDERSON
"CREATURES SHAKESPEARE",LISA,ANDERSON
"PATHS CONTROL",LISA,ANDERSON
"GORGEOUS BINGO",LISA,ANDERSON
"SOUTH WAIT",LISA,ANDERSON
"CHASING FIGHT",LISA,ANDERSON
"WIND PHANTOM",LISA,ANDERSON
"BULL SHAWSHANK",LISA,ANDERSON
"CAUSE DATE",LISA,ANDERSON
"CHILL LUCK",LISA,ANDERSON
"FARGO GANDHI",LISA,ANDERSON
"PIANIST OUTFIELD",LISA,ANDERSON
"HUMAN GRAFFITI",LISA,ANDERSON
"FAMILY SWEET",NANCY,THOMAS
"ZORRO ARK",NANCY,THOMAS
"SEA VIRGIN",NANCY,THOMAS
"SOMETHING DUCK",NANCY,THOMAS
"UNDEFEATED DALMATIONS",NANCY,THOMAS
"WISDOM WORKER",NANCY,THOMAS
"DRACULA CRYSTAL",NANCY,THOMAS
"UNFORGIVEN ZOOLANDER",NANCY,THOMAS
"ROCK INSTINCT",NANCY,THOMAS
"VOLCANO TEXAS",NANCY,THOMAS
"FANTASY TROOPERS",NANCY,THOMAS
"NOTTING SPEAKEASY",NANCY,THOMAS
"CRAFT OUTFIELD",NANCY,THOMAS
"ROBBERS JOON",NANCY,THOMAS
"SIMON NORTH",NANCY,THOMAS
"FICTION CHRISTMAS",NANCY,THOMAS
"PRIMARY GLASS",NANCY,THOMAS
"BEVERLY OUTLAW",NANCY,THOMAS
"ROCK INSTINCT",NANCY,THOMAS
"BUCKET BROTHERHOOD",NANCY,THOMAS
"RECORDS ZORRO",NANCY,THOMAS
"PATHS CONTROL",NANCY,THOMAS
"BRIDE INTRIGUE",NANCY,THOMAS
"TORQUE BOUND",NANCY,THOMAS
"ARMY FLINTSTONES",NANCY,THOMAS
"PERFECT GROOVE",NANCY,THOMAS
"REQUIEM TYCOON",NANCY,THOMAS
"GILBERT PELICAN",NANCY,THOMAS
"DECEIVER BETRAYED",KAREN,JACKSON
"LOSER HUSTLER",KAREN,JACKSON
"SOUTH WAIT",KAREN,JACKSON
"CHANCE RESURRECTION",KAREN,JACKSON
"BERETS AGENT",KAREN,JACKSON
"PAST SUICIDES",KAREN,JACKSON
"TROUBLE DATE",KAREN,JACKSON
"PIRATES ROXANNE",KAREN,JACKSON
"ARIZONA BANG",KAREN,JACKSON
"STOCK GLASS",KAREN,JACKSON
"ENOUGH RAGING",KAREN,JACKSON
"SCORPION APOLLO",KAREN,JACKSON
"SUNRISE LEAGUE",KAREN,JACKSON
"SPIRIT FLINTSTONES",KAREN,JACKSON
"BLADE POLISH",KAREN,JACKSON
"IDENTITY LOVER",KAREN,JACKSON
"GARDEN ISLAND",KAREN,JACKSON
"BABY HALL",KAREN,JACKSON
"DOWNHILL ENOUGH",KAREN,JACKSON
"JEOPARDY ENCINO",KAREN,JACKSON
"DAY UNFAITHFUL",KAREN,JACKSON
"BOWFINGER GABLES",KAREN,JACKSON
"FROGMEN BREAKING",KAREN,JACKSON
"GILMORE BOILED",KAREN,JACKSON
"MISSION ZOOLANDER",KAREN,JACKSON
"LOVER TRUMAN",KAREN,JACKSON
"CALENDAR GUNFIGHT",KAREN,JACKSON
"OUTBREAK DIVINE",BETTY,WHITE
"VIDEOTAPE ARSENIC",BETTY,WHITE
"HANDICAP BOONDOCK",BETTY,WHITE
"DIARY PANIC",BETTY,WHITE
"SOUP WISDOM",BETTY,WHITE
"TITANS JERK",BETTY,WHITE
"DONNIE ALLEY",BETTY,WHITE
"BROTHERHOOD BLANKET",BETTY,WHITE
"INDEPENDENCE HOTEL",BETTY,WHITE
"MONSOON CAUSE",BETTY,WHITE
"CASPER DRAGONFLY",BETTY,WHITE
"ROCKY WAR",BETTY,WHITE
"FORREST SONS",BETTY,WHITE
"VIETNAM SMOOCHY",BETTY,WHITE
"ROCKETEER MOTHER",BETTY,WHITE
"RECORDS ZORRO",BETTY,WHITE
"ANALYZE HOOSIERS",BETTY,WHITE
"HANKY OCTOBER",BETTY,WHITE
"IDOLS SNATCHERS",BETTY,WHITE
"AGENT TRUMAN",BETTY,WHITE
"TRAIN BUNCH",BETTY,WHITE
"CUPBOARD SINNERS",BETTY,WHITE
"HORN WORKING",BETTY,WHITE
"DRIFTER COMMANDMENTS",BETTY,WHITE
"GROUNDHOG UNCUT",BETTY,WHITE
"PET HAUNTING",BETTY,WHITE
"WESTWARD SEABISCUIT",BETTY,WHITE
"COMANCHEROS ENEMY",BETTY,WHITE
"BEAR GRACELAND",HELEN,HARRIS
"HOTEL HAPPINESS",HELEN,HARRIS
"TALENTED HOMICIDE",HELEN,HARRIS
"LOLA AGENT",HELEN,HARRIS
"GROUNDHOG UNCUT",HELEN,HARRIS
"CANDIDATE PERDITION",HELEN,HARRIS
"PARADISE SABRINA",HELEN,HARRIS
"CREEPERS KANE",HELEN,HARRIS
"LOATHING LEGALLY",HELEN,HARRIS
"WIFE TURN",HELEN,HARRIS
"BEAUTY GREASE",HELEN,HARRIS
"GENTLEMEN STAGE",HELEN,HARRIS
"LOCK REAR",HELEN,HARRIS
"GENTLEMEN STAGE",HELEN,HARRIS
"FLYING HOOK",HELEN,HARRIS
"SHANGHAI TYCOON",HELEN,HARRIS
"SMILE EARRING",HELEN,HARRIS
"HOMICIDE PEACH",HELEN,HARRIS
"JADE BUNCH",HELEN,HARRIS
"BINGO TALENTED",HELEN,HARRIS
"FIDELITY DEVIL",HELEN,HARRIS
"DATE SPEED",HELEN,HARRIS
"BROOKLYN DESERT",HELEN,HARRIS
"FALCON VOLUME",HELEN,HARRIS
"SWEETHEARTS SUSPECTS",HELEN,HARRIS
"CANDIDATE PERDITION",HELEN,HARRIS
"SMOKING BARBARELLA",HELEN,HARRIS
"CROW GREASE",HELEN,HARRIS
"SATURDAY LAMBS",HELEN,HARRIS
"DAUGHTER MADIGAN",HELEN,HARRIS
"GREEDY ROOTS",HELEN,HARRIS
"GLEAMING JAWBREAKER",HELEN,HARRIS
"FEUD FROGMEN",SANDRA,MARTIN
"HALLOWEEN NUTS",SANDRA,MARTIN
"MOSQUITO ARMAGEDDON",SANDRA,MARTIN
"EGG IGBY",SANDRA,MARTIN
"SWEDEN SHINING",SANDRA,MARTIN
"BILKO ANONYMOUS",SANDRA,MARTIN
"SUNRISE LEAGUE",SANDRA,MARTIN
"OUTBREAK DIVINE",SANDRA,MARTIN
"WOMEN DORADO",SANDRA,MARTIN
"NASH CHOCOLAT",SANDRA,MARTIN
"PACKER MADIGAN",SANDRA,MARTIN
"BROOKLYN DESERT",SANDRA,MARTIN
"SATURDAY LAMBS",SANDRA,MARTIN
"SNOWMAN ROLLERCOASTER",SANDRA,MARTIN
"INVASION CYCLONE",SANDRA,MARTIN
"VERTIGO NORTHWEST",SANDRA,MARTIN
"TALENTED HOMICIDE",SANDRA,MARTIN
"PITY BOUND",SANDRA,MARTIN
"PRIX UNDEFEATED",SANDRA,MARTIN
"HYDE DOCTOR",SANDRA,MARTIN
"CITIZEN SHREK",SANDRA,MARTIN
"WRONG BEHAVIOR",SANDRA,MARTIN
"CALENDAR GUNFIGHT",SANDRA,MARTIN
"TOURIST PELICAN",SANDRA,MARTIN
"PEAK FOREVER",SANDRA,MARTIN
"TUXEDO MILE",SANDRA,MARTIN
"ATTRACTION NEWTON",SANDRA,MARTIN
"WIFE TURN",SANDRA,MARTIN
"SHREK LICENSE",DONNA,THOMPSON
"SCISSORHANDS SLUMS",DONNA,THOMPSON
"TIES HUNGER",DONNA,THOMPSON
"TELEGRAPH VOYAGE",DONNA,THOMPSON
"EASY GLADIATOR",DONNA,THOMPSON
"STAGECOACH ARMAGEDDON",DONNA,THOMPSON
"SLUMS DUCK",DONNA,THOMPSON
"NEIGHBORS CHARADE",DONNA,THOMPSON
"SIEGE MADRE",DONNA,THOMPSON
"BACKLASH UNDEFEATED",DONNA,THOMPSON
"SPY MILE",DONNA,THOMPSON
"HEARTBREAKERS BRIGHT",DONNA,THOMPSON
"MARRIED GO",DONNA,THOMPSON
"INNOCENT USUAL",DONNA,THOMPSON
"SWEETHEARTS SUSPECTS",DONNA,THOMPSON
"PAST SUICIDES",DONNA,THOMPSON
"DREAM PICKUP",DONNA,THOMPSON
"CYCLONE FAMILY",DONNA,THOMPSON
"DISTURBING SCARFACE",DONNA,THOMPSON
"AMISTAD MIDSUMMER",DONNA,THOMPSON
"INDIAN LOVE",DONNA,THOMPSON
"HOPE TOOTSIE",CAROL,GARCIA
"WIFE TURN",CAROL,GARCIA
"CONFIDENTIAL INTERVIEW",CAROL,GARCIA
"SECRETS PARADISE",CAROL,GARCIA
"ALADDIN CALENDAR",CAROL,GARCIA
"GIANT TROOPERS",CAROL,GARCIA
"YENTL IDAHO",CAROL,GARCIA
"HILLS NEIGHBORS",CAROL,GARCIA
"ROLLERCOASTER BRINGING",CAROL,GARCIA
"DANCING FEVER",CAROL,GARCIA
"HYDE DOCTOR",CAROL,GARCIA
"EARTH VISION",CAROL,GARCIA
"INSTINCT AIRPORT",CAROL,GARCIA
"MUSKETEERS WAIT",CAROL,GARCIA
"CONFESSIONS MAGUIRE",CAROL,GARCIA
"CUPBOARD SINNERS",CAROL,GARCIA
"YENTL IDAHO",CAROL,GARCIA
"CURTAIN VIDEOTAPE",CAROL,GARCIA
"PINOCCHIO SIMON",CAROL,GARCIA
"OPEN AFRICAN",CAROL,GARCIA
"WAIT CIDER",CAROL,GARCIA
"BANGER PINOCCHIO",CAROL,GARCIA
"ROMAN PUNK",RUTH,MARTINEZ
"TITANS JERK",RUTH,MARTINEZ
"MASSACRE USUAL",RUTH,MARTINEZ
"COAST RAINBOW",RUTH,MARTINEZ
"BLUES INSTINCT",RUTH,MARTINEZ
"IDOLS SNATCHERS",RUTH,MARTINEZ
"SHEPHERD MIDSUMMER",RUTH,MARTINEZ
"SADDLE ANTITRUST",RUTH,MARTINEZ
"SHOCK CABIN",RUTH,MARTINEZ
"STREETCAR INTENTIONS",RUTH,MARTINEZ
"LOSER HUSTLER",RUTH,MARTINEZ
"APACHE DIVINE",RUTH,MARTINEZ
